"","date","countrycode","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"12246","2020/05/02","KM",850891,1,0,1,0,1,0,1,1,1.1752386615912e-06,1.1752386615912e-06,1.1752386615912e-06,1.1752386615912e-06
"12245","2020/05/03","KM",850891,0,0,1,0,1,0,1,1,1.1752386615912e-06,0,1.1752386615912e-06,1.1752386615912e-06
"12244","2020/05/04","KM",850891,2,0,3,0,3,0,3,3,3.52571598477361e-06,2.35047732318241e-06,3.52571598477361e-06,3.52571598477361e-06
"12243","2020/05/05","KM",850891,1,1,4,1,4,1,4,4,4.70095464636481e-06,1.1752386615912e-06,4.70095464636481e-06,4.70095464636481e-06
"12242","2020/05/06","KM",850891,0,0,4,1,4,1,4,4,4.70095464636481e-06,0,4.70095464636481e-06,4.70095464636481e-06
"12241","2020/05/07","KM",850891,4,0,8,1,8,1,8,8,9.40190929272962e-06,4.70095464636481e-06,9.40190929272962e-06,9.40190929272962e-06
"12240","2020/05/08","KM",850891,0,0,8,1,8,1,8,8,9.40190929272962e-06,0,9.40190929272962e-06,9.40190929272962e-06
"12239","2020/05/09","KM",850891,0,0,7,1,8,1,8,8,9.40190929272962e-06,0,9.40190929272962e-06,9.40190929272962e-06
"12238","2020/05/10","KM",850891,3,0,10,1,11,1,11,11,1.29276252775032e-05,3.52571598477361e-06,1.29276252775032e-05,1.29276252775032e-05
"12237","2020/05/11","KM",850891,0,0,8,1,11,1,11,11,1.29276252775032e-05,0,1.29276252775032e-05,1.29276252775032e-05
"12236","2020/05/12","KM",850891,0,0,7,0,11,1,11,11,1.29276252775032e-05,0,1.29276252775032e-05,1.29276252775032e-05
"12235","2020/05/13","KM",850891,0,0,7,0,11,1,11,11,1.29276252775032e-05,0,1.29276252775032e-05,1.29276252775032e-05
"12234","2020/05/14","KM",850891,0,0,3,0,11,1,10,11,1.29276252775032e-05,0,1.1752386615912e-05,1.29276252775032e-05
"12233","2020/05/15","KM",850891,0,0,3,0,11,1,10,11,1.29276252775032e-05,0,1.1752386615912e-05,1.29276252775032e-05
"12232","2020/05/16","KM",850891,0,0,3,0,11,1,8,11,1.29276252775032e-05,0,9.40190929272962e-06,1.29276252775032e-05
"12231","2020/05/17","KM",850891,0,0,0,0,11,1,7,11,1.29276252775032e-05,0,8.22667063113842e-06,1.29276252775032e-05
"12230","2020/05/18","KM",850891,0,0,0,0,11,1,7,11,1.29276252775032e-05,0,8.22667063113842e-06,1.29276252775032e-05
"12229","2020/05/19","KM",850891,0,0,0,0,11,1,3,11,1.29276252775032e-05,0,3.52571598477361e-06,1.29276252775032e-05
"12228","2020/05/20","KM",850891,23,0,23,0,34,1,26,33,3.99581144941009e-05,2.70304892165977e-05,3.05562052013713e-05,3.87828758325097e-05
"12227","2020/05/21","KM",850891,0,0,23,0,34,1,26,33,3.99581144941009e-05,0,3.05562052013713e-05,3.87828758325097e-05
"12226","2020/05/22","KM",850891,0,0,23,0,34,1,23,31,3.99581144941009e-05,0,2.70304892165977e-05,3.64323985093273e-05
"12225","2020/05/23","KM",850891,44,0,67,0,78,1,67,74,9.16686156041138e-05,5.17105011100129e-05,7.87409903266106e-05,8.6967660957749e-05
"12224","2020/05/24","KM",850891,0,0,67,0,78,1,67,74,9.16686156041138e-05,0,7.87409903266106e-05,8.6967660957749e-05
"12223","2020/05/25","KM",850891,9,0,76,0,87,1,76,79,0.000102245763558435,1.05771479543208e-05,8.93181382809314e-05,9.2843854265705e-05
"12222","2020/05/26","KM",850891,0,0,76,0,87,1,76,79,0.000102245763558435,0,8.93181382809314e-05,9.2843854265705e-05
"12221","2020/05/27","KM",850891,0,0,53,0,87,1,76,79,0.000102245763558435,0,8.93181382809314e-05,9.2843854265705e-05
"12220","2020/05/28","KM",850891,0,1,53,1,87,2,76,76,0.000102245763558435,0,8.93181382809314e-05,8.93181382809314e-05
"12219","2020/05/29","KM",850891,0,0,53,1,87,2,76,76,0.000102245763558435,0,8.93181382809314e-05,8.93181382809314e-05
"12218","2020/05/30","KM",850891,0,0,9,1,87,2,76,76,0.000102245763558435,0,8.93181382809314e-05,8.93181382809314e-05
"12217","2020/05/31","KM",850891,19,0,28,1,106,2,95,95,0.000124575298128667,2.23295345702328e-05,0.000111647672851164,0.000111647672851164
"12216","2020/06/01","KM",850891,0,0,19,1,106,2,72,95,0.000124575298128667,0,8.46171836345666e-05,0.000111647672851164
"12215","2020/06/02","KM",850891,0,0,19,1,106,2,72,95,0.000124575298128667,0,8.46171836345666e-05,0.000111647672851164
"12214","2020/06/03","KM",850891,26,0,45,1,132,2,98,121,0.000155131503330039,3.05562052013713e-05,0.000115173388835938,0.000142203878052536
"12213","2020/06/04","KM",850891,0,0,45,0,132,2,54,121,0.000155131503330039,0,6.34628877259249e-05,0.000142203878052536
"12212","2020/06/05","KM",850891,0,0,45,0,132,2,54,121,0.000155131503330039,0,6.34628877259249e-05,0.000142203878052536
"12211","2020/06/06","KM",850891,0,0,45,0,132,2,45,121,0.000155131503330039,0,5.28857397716041e-05,0.000142203878052536
"12210","2020/06/07","KM",850891,9,0,35,0,141,2,54,107,0.00016570865128436,1.05771479543208e-05,6.34628877259249e-05,0.000125750536790259
"12209","2020/06/08","KM",850891,0,0,35,0,141,2,54,107,0.00016570865128436,0,6.34628877259249e-05,0.000125750536790259
"12208","2020/06/09","KM",850891,0,0,35,0,141,2,54,107,0.00016570865128436,0,6.34628877259249e-05,0.000125750536790259
"12207","2020/06/10","KM",850891,21,0,30,0,162,2,75,84,0.000190388663177775,2.46800118934153e-05,8.81428996193402e-05,9.8720047573661e-05
