"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-16,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-17,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-18,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-19,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-20,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-21,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-22,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-23,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-24,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-25,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-26,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-27,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-28,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-29,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-30,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-31,"Galicia","ESGA",2699499,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-01,"Galicia","ESGA",2699499,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-02,"Galicia","ESGA",2699499,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-03,"Galicia","ESGA",2699499,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-04,"Galicia","ESGA",2699499,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-05,"Galicia","ESGA",2699499,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-06,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-07,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-08,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-09,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-10,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-11,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-02-12,"Galicia","ESGA",2699499,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
