"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"Castilla y León","ESCL",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2399548
"2",2020-02-01,"Castilla y León","ESCL",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2399548
"3",2020-02-02,"Castilla y León","ESCL",1,0,1,0,1,1,0,NA,NA,NA,4.16745153670608e-07,4.16745153670608e-07,0,2399548
"4",2020-02-03,"Castilla y León","ESCL",1,0,2,0,1,2,0,0,NA,NA,4.16745153670608e-07,8.33490307341216e-07,0,2399548
"5",2020-02-04,"Castilla y León","ESCL",1,0,3,0,1,3,0,0,NA,NA,4.16745153670608e-07,1.25023546101182e-06,0,2399548
"6",2020-02-05,"Castilla y León","ESCL",1,0,4,0,1,4,0,0,NA,NA,4.16745153670608e-07,1.66698061468243e-06,0,2399548
"7",2020-02-06,"Castilla y León","ESCL",0,0,4,0,0,4,0,0,NA,NA,0,1.66698061468243e-06,0,2399548
"8",2020-02-07,"Castilla y León","ESCL",1,0,5,0,1,5,0,0,0,NA,4.16745153670608e-07,2.08372576835304e-06,0,2399548
"9",2020-02-08,"Castilla y León","ESCL",0,0,5,0,0,5,0,0,0,NA,0,2.08372576835304e-06,0,2399548
"10",2020-02-09,"Castilla y León","ESCL",0,0,5,0,0,5,0,0,0,NA,0,2.08372576835304e-06,0,2399548
"11",2020-02-10,"Castilla y León","ESCL",1,0,6,0,1,6,0,0,0,NA,4.16745153670608e-07,2.50047092202365e-06,0,2399548
"12",2020-02-11,"Castilla y León","ESCL",1,0,7,0,1,7,0,0,0,NA,4.16745153670608e-07,2.91721607569426e-06,0,2399548
"13",2020-02-12,"Castilla y León","ESCL",2,0,9,0,2,9,0,0,0,NA,8.33490307341216e-07,3.75070638303547e-06,0,2399548
"14",2020-02-13,"Castilla y León","ESCL",3,0,12,0,3,12,0,0,0,NA,1.25023546101182e-06,5.0009418440473e-06,0,2399548
"15",2020-02-14,"Castilla y León","ESCL",1,0,13,0,1,12,0,0,0,NA,4.16745153670608e-07,5.0009418440473e-06,0,2399548
"16",2020-02-15,"Castilla y León","ESCL",0,0,13,0,0,11,0,0,0,NA,0,4.58419669037669e-06,0,2399548
"17",2020-02-16,"Castilla y León","ESCL",0,0,13,0,0,10,0,0,0,NA,0,4.16745153670608e-06,0,2399548
"18",2020-02-17,"Castilla y León","ESCL",0,0,13,0,0,9,0,0,0,NA,0,3.75070638303547e-06,0,2399548
