"date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-01-01,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-02,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-03,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-04,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-05,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-06,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-07,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-08,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-09,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-10,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-11,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-12,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-13,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-14,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-15,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-16,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-17,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-18,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-19,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-20,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-21,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-22,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-23,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-24,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-01-25,"Canarias","ESCN",2153389,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
