"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"2",2020-02-01,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"3",2020-02-02,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"4",2020-02-03,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"5",2020-02-04,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"6",2020-02-05,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"7",2020-02-06,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"8",2020-02-07,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"9",2020-02-08,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"10",2020-02-09,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"11",2020-02-10,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"12",2020-02-11,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"13",2020-02-12,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"14",2020-02-13,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"15",2020-02-14,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"16",2020-02-15,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"17",2020-02-16,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"18",2020-02-17,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"19",2020-02-18,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"20",2020-02-19,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"21",2020-02-20,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"22",2020-02-21,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"23",2020-02-22,"Asturias","ESAS",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1022800
"24",2020-02-23,"Asturias","ESAS",1,0,1,0,1,1,0,NA,NA,NA,9.77708251857646e-07,9.77708251857646e-07,0,1022800
"25",2020-02-24,"Asturias","ESAS",0,0,1,0,0,1,0,0,NA,NA,0,9.77708251857646e-07,0,1022800
"26",2020-02-25,"Asturias","ESAS",1,0,2,0,1,2,0,0,NA,NA,9.77708251857646e-07,1.95541650371529e-06,0,1022800
"27",2020-02-26,"Asturias","ESAS",0,0,2,0,0,2,0,0,NA,NA,0,1.95541650371529e-06,0,1022800
"28",2020-02-27,"Asturias","ESAS",0,0,2,0,0,2,0,0,NA,NA,0,1.95541650371529e-06,0,1022800
"29",2020-02-28,"Asturias","ESAS",1,0,3,0,1,3,0,0,NA,NA,9.77708251857646e-07,2.93312475557294e-06,0,1022800
"30",2020-02-29,"Asturias","ESAS",2,0,5,0,2,5,0,0,0,NA,1.95541650371529e-06,4.88854125928823e-06,0,1022800
"31",2020-03-01,"Asturias","ESAS",2,0,7,0,2,7,0,0,0,NA,1.95541650371529e-06,6.84395776300352e-06,0,1022800
"32",2020-03-02,"Asturias","ESAS",3,0,10,0,3,10,0,0,0,NA,2.93312475557294e-06,9.77708251857646e-06,0,1022800
"33",2020-03-03,"Asturias","ESAS",2,0,12,0,2,12,0,0,0,NA,1.95541650371529e-06,1.17324990222917e-05,0,1022800
"34",2020-03-04,"Asturias","ESAS",2,0,14,0,2,14,0,0,0,NA,1.95541650371529e-06,1.3687915526007e-05,0,1022800
"35",2020-03-05,"Asturias","ESAS",5,0,19,0,5,19,0,0,0,NA,4.88854125928823e-06,1.85764567852953e-05,0,1022800
"36",2020-03-06,"Asturias","ESAS",12,0,31,0,12,31,0,0,0,NA,1.17324990222917e-05,3.0308955807587e-05,0,1022800
"37",2020-03-07,"Asturias","ESAS",12,0,43,0,12,43,0,0,0,NA,1.17324990222917e-05,4.20414548298788e-05,0,1022800
"38",2020-03-08,"Asturias","ESAS",14,0,57,0,14,57,0,0,0,NA,1.3687915526007e-05,5.57293703558858e-05,0,1022800
"39",2020-03-09,"Asturias","ESAS",32,0,89,0,32,89,0,0,0,NA,3.12866640594447e-05,8.70160344153305e-05,0,1022800
"40",2020-03-10,"Asturias","ESAS",52,0,141,0,52,141,0,0,0,NA,5.08408290965976e-05,0.000137856863511928,0,1022800
"41",2020-03-11,"Asturias","ESAS",43,0,184,0,43,184,0,0,0,NA,4.20414548298788e-05,0.000179898318341807,0,1022800
"42",2020-03-12,"Asturias","ESAS",57,1,241,1,143.160406608966,326.160406608966,86.1604066089656,0.000591799223198113,8.90202739304712e-05,0.00393423099159897,0.000351544470638638,0.000318889720970831,8.42397405249957e-05,1022800
"43",2020-03-13,"Asturias","ESAS",70,0,311,1,123.612397772724,449.77280438169,139.77280438169,0.0005369497696424,7.91876170209369e-05,0.00364091086416703,0.00021342009166884,0.000439746582305133,0.000136657024229263,1022800
"44",2020-03-14,"Asturias","ESAS",81,0,392,1,102.92068041968,551.69348480137,161.69348480137,0.000486982076851665,7.08612536102219e-05,0.00334670262086008,0.000127858486484087,0.0005393952725864,0.000158089054361918,1022800
"45",2020-03-15,"Asturias","ESAS",89,0,481,1,89,640.69348480137,161.69348480137,0.000439825600807822,6.34304061345499e-05,0.00304974492384013,8.70160344153305e-05,0.00062641130700173,0.000158089054361918,1022800
"46",2020-03-16,"Asturias","ESAS",106,0,587,1,106,746.69348480137,161.69348480137,0.000403893145950793,5.78752588796652e-05,0.00281864265497645,0.00010363707469691,0.000730048381698641,0.000158089054361918,1022800
"47",2020-03-17,"Asturias","ESAS",80,0,667,1,80,825.69348480137,161.69348480137,0.000352486038172741,5.0287090075671e-05,0.00247074163408046,7.82166601486116e-05,0.000807287333595395,0.000158089054361918,1022800
"48",2020-03-18,"Asturias","ESAS",91,0,758,1,91,914.69348480137,161.69348480137,0.000314325194009402,4.47012110689484e-05,0.00221023827378314,8.89714509190458e-05,0.000894303368010725,0.000158089054361918,1022800
"49",2020-03-19,"Asturias","ESAS",101,2,859,3,103.220112732912,1015.91359753428,163.913597534282,0.000858312425583542,0.000449864855568218,0.00163760340642878,0.000103137491651679,0.000993267107483655,0.000160259676900941,1022800
"50",2020-03-20,"Asturias","ESAS",83,3,942,6,139.121934011716,1152.035531546,220.035531545998,0.00154375258372995,0.00111988679294857,0.002128047276545,0.000227993466118997,0.00112635464562573,0.000215130554894406,1022800
"51",2020-03-21,"Asturias","ESAS",68,5,1010,11,174.556726648129,1324.59225819413,326.592258194128,0.00253488540561392,0.00213054831242302,0.00301595790253953,0.000438100295873348,0.00129506478118315,0.000319311945829221,1022800
"52",2020-03-22,"Asturias","ESAS",75,10,1085,21,312.616991859157,1635.20925005328,564.209250053285,0.00442171080911466,0.0040417336381248,0.0048374109305512,0.00127401099725027,0.00159875757729105,0.00055163203955151,1022800
"53",2020-03-23,"Asturias","ESAS",70,4,1155,25,300.464994025769,1930.67424407905,794.674244079054,0.00484715721688032,0.00449401921081745,0.00522804464845207,0.00126095330234797,0.00188763614008511,0.000776959565974828,1022800
"54",2020-03-24,"Asturias","ESAS",58,3,1213,28,244.762993476001,2163.43723755505,981.437237555054,0.00500481287146826,0.00467666558583166,0.00535598524604791,0.00100988704056702,0.00211521043953369,0.000959559285837949,1022800
"55",2020-03-25,"Asturias","ESAS",57,0,1270,28,213.91952193876,2365.35675949381,1138.35675949381,0.00466002841978719,0.00435251993950986,0.00498926258237193,0.000784937836048749,0.00231262882234436,0.00111298079731503,1022800
"56",2020-03-26,"Asturias","ESAS",77,10,1347,38,352.887232320796,2704.24399181461,1414.24399181461,0.00603562288822779,0.00574007256522083,0.00634639078774394,0.00158121325639106,0.00264396166583361,0.00138271802093724,1022800
"57",2020-03-27,"Asturias","ESAS",70,5,1417,43,329.84947600853,3002.09346782314,1674.09346782314,0.006528251683112,0.006244077950956,0.00682535842326082,0.00151964742196634,0.00293517155633862,0.00163677499787167,1022800
