"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"2",2020-02-01,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"3",2020-02-02,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"4",2020-02-03,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"5",2020-02-04,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"6",2020-02-05,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"7",2020-02-06,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"8",2020-02-07,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"9",2020-02-08,"País Vasco","ESPV",0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2207776
"10",2020-02-09,"País Vasco","ESPV",1,0,1,0,1,1,0,NA,NA,NA,4.52944501616106e-07,4.52944501616106e-07,0,2207776
"11",2020-02-10,"País Vasco","ESPV",0,0,1,0,0,1,0,0,NA,NA,0,4.52944501616106e-07,0,2207776
"12",2020-02-11,"País Vasco","ESPV",0,0,1,0,0,1,0,0,NA,NA,0,4.52944501616106e-07,0,2207776
"13",2020-02-12,"País Vasco","ESPV",2,0,3,0,2,3,0,0,NA,NA,9.05889003232212e-07,1.35883350484832e-06,0,2207776
"14",2020-02-13,"País Vasco","ESPV",0,0,3,0,0,3,0,0,NA,NA,0,1.35883350484832e-06,0,2207776
"15",2020-02-14,"País Vasco","ESPV",0,0,3,0,0,3,0,0,NA,NA,0,1.35883350484832e-06,0,2207776
"16",2020-02-15,"País Vasco","ESPV",3,0,6,0,3,6,0,0,0,NA,1.35883350484832e-06,2.71766700969664e-06,0,2207776
"17",2020-02-16,"País Vasco","ESPV",1,0,7,0,1,7,0,0,0,NA,4.52944501616106e-07,3.17061151131274e-06,0,2207776
"18",2020-02-17,"País Vasco","ESPV",2,0,9,0,2,9,0,0,0,NA,9.05889003232212e-07,4.07650051454495e-06,0,2207776
"19",2020-02-18,"País Vasco","ESPV",0,0,9,0,0,9,0,0,0,NA,0,4.07650051454495e-06,0,2207776
"20",2020-02-19,"País Vasco","ESPV",1,0,10,0,1,10,0,0,0,NA,4.52944501616106e-07,4.52944501616106e-06,0,2207776
"21",2020-02-20,"País Vasco","ESPV",1,0,11,0,1,11,0,0,0,NA,4.52944501616106e-07,4.98238951777717e-06,0,2207776
"22",2020-02-21,"País Vasco","ESPV",3,0,14,0,3,13,0,0,0,NA,1.35883350484832e-06,5.88827852100938e-06,0,2207776
"23",2020-02-22,"País Vasco","ESPV",4,0,18,0,4,17,0,0,0,NA,1.81177800646442e-06,7.7000565274738e-06,0,2207776
"24",2020-02-23,"País Vasco","ESPV",1,0,19,0,1,18,0,0,0,NA,4.52944501616106e-07,8.15300102908991e-06,0,2207776
"25",2020-02-24,"País Vasco","ESPV",6,0,25,0,6,22,0,0,0,NA,2.71766700969664e-06,9.96477903555433e-06,0,2207776
"26",2020-02-25,"País Vasco","ESPV",12,0,37,0,12,34,0,0,0,NA,5.43533401939327e-06,1.54001130549476e-05,0,2207776
"27",2020-02-26,"País Vasco","ESPV",11,0,48,0,11,45,0,0,0,NA,4.98238951777717e-06,2.03825025727248e-05,0,2207776
"28",2020-02-27,"País Vasco","ESPV",14,0,62,0,14,56,0,0,0,NA,6.34122302262548e-06,2.53648920905019e-05,0,2207776
"29",2020-02-28,"País Vasco","ESPV",33,0,95,0,33,88,0,0,0,NA,1.49471685533315e-05,3.98591161422173e-05,0,2207776
"30",2020-02-29,"País Vasco","ESPV",25,0,120,0,25,111,0,0,0,NA,1.13236125404027e-05,5.02768396793878e-05,0,2207776
