"","date","ccaa","reg_code","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"1",2020-01-31,"Cataluña","ESCT",1,0,1,0,1,1,0,NA,NA,NA,1.30289475854559e-07,1.30289475854559e-07,0,7675217
"2",2020-02-01,"Cataluña","ESCT",8,0,9,0,8,9,0,0,NA,NA,1.04231580683647e-06,1.17260528269103e-06,0,7675217
"3",2020-02-02,"Cataluña","ESCT",3,0,12,0,3,12,0,0,NA,NA,3.90868427563677e-07,1.56347371025471e-06,0,7675217
"4",2020-02-03,"Cataluña","ESCT",3,0,15,0,3,15,0,0,0,NA,3.90868427563677e-07,1.95434213781838e-06,0,7675217
"5",2020-02-04,"Cataluña","ESCT",4,0,19,0,4,19,0,0,0,NA,5.21157903418236e-07,2.47550004123662e-06,0,7675217
"6",2020-02-05,"Cataluña","ESCT",2,0,21,0,2,21,0,0,0,NA,2.60578951709118e-07,2.73607899294574e-06,0,7675217
"7",2020-02-06,"Cataluña","ESCT",1,0,22,0,1,22,0,0,0,NA,1.30289475854559e-07,2.8663684688003e-06,0,7675217
"8",2020-02-07,"Cataluña","ESCT",3,0,25,0,3,25,0,0,0,NA,3.90868427563677e-07,3.25723689636397e-06,0,7675217
"9",2020-02-08,"Cataluña","ESCT",0,0,25,0,0,25,0,0,0,NA,0,3.25723689636397e-06,0,7675217
"10",2020-02-09,"Cataluña","ESCT",1,0,26,0,1,26,0,0,0,NA,1.30289475854559e-07,3.38752637221853e-06,0,7675217
"11",2020-02-10,"Cataluña","ESCT",3,0,29,0,3,29,0,0,0,NA,3.90868427563677e-07,3.77839479978221e-06,0,7675217
"12",2020-02-11,"Cataluña","ESCT",3,0,32,0,3,32,0,0,0,NA,3.90868427563677e-07,4.16926322734588e-06,0,7675217
"13",2020-02-12,"Cataluña","ESCT",7,0,39,0,7,38,0,0,0,NA,9.12026330981912e-07,4.95100008247324e-06,0,7675217
"14",2020-02-13,"Cataluña","ESCT",9,0,48,0,9,39,0,0,0,NA,1.17260528269103e-06,5.0812895583278e-06,0,7675217
"15",2020-02-14,"Cataluña","ESCT",1,0,49,0,1,37,0,0,0,NA,1.30289475854559e-07,4.82071060661868e-06,0,7675217
"16",2020-02-15,"Cataluña","ESCT",10,0,59,0,10,44,0,0,0,NA,1.30289475854559e-06,5.73273693760059e-06,0,7675217
"17",2020-02-16,"Cataluña","ESCT",6,0,65,0,6,46,0,0,0,NA,7.81736855127353e-07,5.99331588930971e-06,0,7675217
"18",2020-02-17,"Cataluña","ESCT",2,0,67,0,2,46,0,0,0,NA,2.60578951709118e-07,5.99331588930971e-06,0,7675217
"19",2020-02-18,"Cataluña","ESCT",4,0,71,0,4,49,0,0,0,NA,5.21157903418236e-07,6.38418431687339e-06,0,7675217
"20",2020-02-19,"Cataluña","ESCT",1,0,72,0,1,47,0,0,0,NA,1.30289475854559e-07,6.12360536516427e-06,0,7675217
"21",2020-02-20,"Cataluña","ESCT",14,0,86,0,14,61,0,0,0,NA,1.82405266196382e-06,7.94765802712809e-06,0,7675217
"22",2020-02-21,"Cataluña","ESCT",16,0,102,0,16,76,0,0,0,NA,2.08463161367294e-06,9.90200016494648e-06,0,7675217
"23",2020-02-22,"Cataluña","ESCT",12,0,114,0,12,85,0,0,0,NA,1.56347371025471e-06,1.10746054476375e-05,0,7675217
"24",2020-02-23,"Cataluña","ESCT",8,0,122,0,8,90,0,0,0,NA,1.04231580683647e-06,1.17260528269103e-05,0,7675217
"25",2020-02-24,"Cataluña","ESCT",14,0,136,0,14,97,0,0,0,NA,1.82405266196382e-06,1.26380791578922e-05,0,7675217
"26",2020-02-25,"Cataluña","ESCT",22,0,158,0,22,110,0,0,0,NA,2.8663684688003e-06,1.43318423440015e-05,0,7675217
"27",2020-02-26,"Cataluña","ESCT",31,0,189,0,31,140,0,0,0,NA,4.03897375149133e-06,1.82405266196382e-05,0,7675217
"28",2020-02-27,"Cataluña","ESCT",17,0,206,0,17,147,0,0,0,NA,2.2149210895275e-06,1.91525529506202e-05,0,7675217
"29",2020-02-28,"Cataluña","ESCT",36,0,242,0,36,177,0,0,0,NA,4.69042113076412e-06,2.30612372262569e-05,0,7675217
"30",2020-02-29,"Cataluña","ESCT",27,0,269,0,27,202,0,0,0,NA,3.51781584807309e-06,2.63184741226209e-05,0,7675217
"31",2020-03-01,"Cataluña","ESCT",90,0,359,0,90,288,0,0,0,NA,1.17260528269103e-05,3.7523369046113e-05,0,7675217
"32",2020-03-02,"Cataluña","ESCT",84,0,443,0,84,371,0,0,0,NA,1.09443159717829e-05,4.83373955420413e-05,0,7675217
"33",2020-03-03,"Cataluña","ESCT",91,0,534,0,91,448,0,0,0,NA,1.18563423027649e-05,5.83696851828424e-05,0,7675217
"34",2020-03-04,"Cataluña","ESCT",152,0,686,0,152,584,0,0,0,NA,1.9804000329893e-05,7.60890538990624e-05,0,7675217
"35",2020-03-05,"Cataluña","ESCT",176,0,862,0,176,748,0,0,0,NA,2.29309477504024e-05,9.74565279392101e-05,0,7675217
