"","time_value","real_date","err0","err1","err2","strawman","case_model","case_fb_model","lead","case_sae","fb_sae"
"1",2020-05-14,2020-05-21,5549.85714385787,NA,NA,9108.00000000025,NA,NA,7,NA,NA
"2",2020-05-15,2020-05-22,5622.42857242708,1696.09811300258,5925.65662178355,9687.42857142944,13613.7590298539,9384.20052107296,7,0.301666458035663,1.053931863331
"3",2020-05-16,2020-05-23,5681.71428671501,1023.15867424612,2124.61926666824,10413.5714285709,15072.1270400398,13970.6664476177,7,0.180079219512757,0.373939828624615
"4",2020-05-17,2020-05-24,5293.28571528497,1713.40116389242,352.745714380764,11028.9999999999,14608.8845503925,16675.0314286656,7,0.323693308098745,0.06664021807139
"5",2020-05-18,2020-05-25,6250.00000099937,2845.50251094696,1813.70898638853,11197.2857142858,14601.7832033383,15633.5767278967,7,0.455280401678715,0.290193437775764
"6",2020-05-19,2020-05-26,4969.8571438574,1172.41036320327,1290.16946730931,12269.8571428577,18412.1246489184,18529.8837530244,7,0.235904238143411,0.259598903945141
"7",2020-05-20,2020-05-27,3650.71428671581,2663.7141889768,4086.58452087226,13434.1428571426,19748.5713318352,21171.4416637307,7,0.729641922039613,1.11939313786962
"8",2020-05-21,2020-05-28,2519.57142957139,3539.77669394308,4400.98168580334,14657.8571428581,20717.2052653726,21578.4102572328,7,1.40491222133966,1.74671836414338
"9",2020-05-22,2020-05-29,2997.42857242888,3279.00310639215,4464.45148201083,15309.8571428565,21586.2888206775,22771.7371962962,7,1.09393869683944,1.48942714534585
"10",2020-05-23,2020-05-30,3087.00000100014,3739.40584023741,4796.74459745947,16095.2857142859,22921.6915545234,23979.0303117455,7,1.21133975996952,1.55385312468591
"11",2020-05-24,2020-05-31,5255.1428581446,2718.41668737974,3166.06209321152,16322.2857142849,24295.8452588092,24743.490664641,7,0.517286924591715,0.602469272230088
"12",2020-05-25,2020-06-01,4215.28571528706,3715.00979340578,2787.57875891604,17447.2857142852,25377.5812219781,24450.1501874883,7,0.88131862092598,0.661302447140574
"13",2020-05-26,2020-06-02,4410.14285814183,1900.14379036509,2996.6880651158,17239.7142857151,23550.000933222,24646.5452079728,7,0.430857650531008,0.679499091414565
"14",2020-05-27,2020-06-03,6366.71428671325,1767.06938695006,1754.54385720756,17084.8571428584,25218.6408155217,25206.1152857792,7,0.277548089544049,0.275580743566447
"15",2020-05-28,2020-06-04,7421.85714385683,590.291767996532,1952.70113047347,17177.4285714295,25189.5774822829,26551.9868447598,7,0.0795342400904503,0.2631014168859
"16",2020-05-29,2020-06-05,6934.71428671475,2820.92141252364,2466.99136193806,18307.2857142854,28062.9214125238,27708.9913619382,7,0.406782643940768,0.35574520592207
"17",2020-05-30,2020-06-06,6617.14285814393,3866.64372346792,3927.20792580057,19182.285714286,29666.0722948979,29726.6364972305,7,0.584337350176613,0.593489971425844
"18",2020-05-31,2020-06-07,3336.42857242763,4348.52357453365,3827.26750991376,21577.4285714295,29262.3807173908,28741.1246527709,7,1.30334682134963,1.14711507434699
"19",2020-06-01,2020-06-08,3610.14285814225,4209.16011725515,5567.18730765629,21662.5714285723,29481.8744029697,30839.9015933708,7,1.16592619257764,1.54209612373099
"20",2020-06-02,2020-06-09,4202.28571528601,4849.06992046108,6006.4893267398,21649.857142857,30701.212777604,31858.6321838828,7,1.15391247739828,1.4293386346604
"21",2020-06-03,2020-06-10,2851.28571528533,5567.07728938446,4917.9978772367,23451.5714285717,31869.9344322414,31220.8550200937,7,1.95247963385085,1.72483516852486
"22",2020-06-04,2020-06-11,2315.00000099976,7132.22708929477,7038.57883790461,24599.2857142863,34046.5128035809,33952.8645521907,7,3.08087563119423,3.04042282283582
"23",2020-06-05,2020-06-12,1600.28571528632,9081.84169947817,8942.91371591738,25242.0000000001,35924.1274137646,35785.1994302038,7,5.67513764118883,5.58832315410461
"24",2020-06-06,2020-06-13,350.285715284128,11718.1610441004,11485.0954975933,25799.42857143,37867.8753298145,37634.8097833074,7,33.4531513356046,32.787792925776
"25",2020-06-07,2020-06-14,468.571429572362,14718.9473651768,15015.4129793242,24913.8571428571,40101.3759366063,40397.8415507536,7,31.4123876024835,32.0450886069341
"26",2020-06-08,2020-06-15,149.000000999422,17110.1059123786,17121.666925366,25272.7142857145,42233.8201980937,42245.3812110811,7,114.832924816188,114.910515506859
"27",2020-06-09,2020-06-16,15.1428581435063,14961.3722119573,13155.1265557634,25852.142857143,40798.3722119567,38992.1265557629,7,988.015080784018,868.734715143902
"28",2020-06-10,2020-06-17,62.0000009996035,13966.8483494059,11157.9600578867,26302.857142857,40207.7054922633,37398.8172007441,7,225.271743939088,179.967094806306
"29",2020-06-11,2020-06-18,777.000000999392,12550.004183022,11044.4660586715,26914.2857142861,38687.2898973087,37181.7517729582,7,16.151871514646,14.2142420134697
"30",2020-06-12,2020-06-19,1797.42857243004,11758.3953046369,12552.1144544361,26842.2857142865,36803.2524474933,37596.9715972925,7,6.54178724261632,6.98337316262099
"31",2020-06-13,2020-06-20,3007.85714385807,7959.50767520078,7270.98896705845,26149.7142857141,37117.0791037729,36428.5603956306,7,2.64623859928115,2.41733188090582
"32",2020-06-14,2020-06-21,5626.85714385667,70.403340685385,4149.92640553875,25382.4285714295,30938.8823736008,35159.2121198249,7,0.0125120185008163,0.737521195125699
"33",2020-06-15,2020-06-22,5935.42857242777,669.675874118064,1402.7223132436,25123.7142857151,30389.4669830248,32461.8651703865,7,0.112826877780815,0.23633041761462
"34",2020-06-16,2020-06-23,5334.28571528659,6304.18020069218,550.849356311221,25836.9999999995,24867.1055135939,30620.4363579748,7,1.18182274763163,0.103265813965052
"35",2020-06-17,2020-06-24,5575.85714385715,10035.4734121918,9638.97860969884,26240.8571428574,21781.2408735228,22177.7356760157,7,1.7998082004751,1.72869898941331
"36",2020-06-18,2020-06-25,7184.7142867136,12152.3715413249,12898.6292010045,26137.2857142867,21169.6284586754,20423.3707989958,7,1.69142029263402,1.795287701956
"37",2020-06-19,2020-06-26,10665.4285724298,16806.3633707661,18834.1211938116,25044.8571428564,18903.92234352,16876.1645204746,7,1.57577946883548,1.76590383273467
"38",2020-06-20,2020-06-27,5422.57142957105,10814.7386503111,13304.7208555473,29157.5714285722,23765.4042068321,21275.422001596,7,1.99439302750993,2.45358148405243
"39",2020-06-21,2020-06-28,4146.14285814183,8986.77859438523,6986.11328543229,31009.2857142861,26168.6499770428,28169.3152859957,7,2.16750336441924,1.68496685340052
"40",2020-06-22,2020-06-29,5955.85714385798,6470.45029839205,3828.12326485838,31059.1428571429,30544.5497016088,33186.8767351425,7,1.08640119165127,0.642749342771956
"41",2020-06-23,2020-06-30,6218.00000100008,1913.6857355826,3710.83011699843,31171.285714286,35475.5999787035,33678.4555972877,7,0.307765476885624,0.596788375104792
"42",2020-06-24,2020-07-01,4774.00000099989,2435.58332319181,1620.76685523323,31816.7142857145,34155.1309625226,34969.9474304812,7,0.510176649074506,0.339498712797187
"43",2020-06-25,2020-07-02,3838.28571528582,3175.69321944931,3285.69287501059,33322.0000000003,33984.5924948368,33874.5928392755,7,0.827372805208909,0.856031342827204
"44",2020-06-26,2020-07-03,2681.71428671458,5713.86188287341,7338.09328696034,35710.2857142862,32678.1381171273,31053.9067130404,7,2.13067511001464,2.73634418226946
"45",2020-06-27,2020-07-04,3149.42857242734,4913.29593191303,4839.08041363034,34580.1428571432,32816.2754966575,32890.4910149402,7,1.56005948981603,1.53649473304319
"46",2020-06-28,2020-07-05,2464.14285814334,3493.7268871359,6464.21061291005,35155.428571428,34125.8445414354,31155.3608156613,7,1.41782643631641,2.62331000475381
"47",2020-06-29,2020-07-06,27.5714295727299,6340.3658678985,6622.85526018571,37015.0000000009,30647.0627035296,30364.5733112424,7,229.961447997226,240.207176879076
"48",2020-06-30,2020-07-07,948.00000099976,5245.7845983328,4508.82889627651,37389.2857142861,31195.5011159536,31932.4568180099,7,5.53352805147743,4.75614861974842
"49",2020-07-01,2020-07-08,1487.57142957082,6591.3235921161,6982.54217503699,36590.7142857144,31486.9621221691,31095.7435392483,7,4.43092913798281,4.69392059852313
"50",2020-07-02,2020-07-09,612.142858143015,7412.21663746129,9485.09592060896,37160.2857142861,30360.2119339678,28287.3326508202,7,12.1086385945053,15.4949057959816
"51",2020-07-03,2020-07-10,1403.28571528578,12209.7393756538,11396.2963839532,38392.0000000008,24778.9749100612,25592.4179017618,7,8.70082210818149,8.12115185084192
"52",2020-07-04,2020-07-11,337.285715285841,3996.36040236994,4375.16541159993,37729.5714285706,33395.9253119148,33017.1203026848,7,11.8485907385171,12.9716890260001
"53",2020-07-05,2020-07-12,70.1428581432989,692.573758727041,967.802204804211,37619.5714285713,36856.854812701,36581.6263666238,7,9.87376016688887,13.7975872444067
"54",2020-07-06,2020-07-13,387.714286714464,2185.72802434113,1213.31775057752,36987.4285714281,39560.8708814837,38588.4606077201,7,5.63747093991104,3.12941202363039
"55",2020-07-07,2020-07-14,942.000001000335,1746.78354451224,1794.16377054119,36441.2857142864,39130.0692587989,39177.4494848279,7,1.85433497097376,1.90463245078123
