"date","country","region","population","p_cases","p_cases_recent"
2020-03-22,"CL","CLAI",103158,0,0
2020-03-22,"CL","CLAN",607534,0,0
2020-03-22,"CL","CLAP",226068,0,0
2020-03-22,"CL","CLAR",957224,0,0
2020-03-22,"CL","CLAT",286168,0,0
2020-03-22,"CL","CLBI",1556805,0,0
2020-03-22,"CL","CLCO",757586,0,0
2020-03-22,"CL","CLLI",914555,0,0
2020-03-22,"CL","CLLL",828708,0,0
2020-03-22,"CL","CLLR",384837,0,0
2020-03-22,"CL","CLMA",166533,0,0
2020-03-22,"CL","CLML",1044950,0,0
2020-03-22,"CL","CLNB",480609,0,0
2020-03-22,"CL","CLRM",7112808,0.00625,NA
2020-03-22,"CL","CLTA",330558,0,0
2020-03-22,"CL","CLVS",1815902,0,0
2020-03-23,"CL","CLAI",103158,0,0
2020-03-23,"CL","CLAN",607534,0,0
2020-03-23,"CL","CLAP",226068,0,0
2020-03-23,"CL","CLAR",957224,0,0
2020-03-23,"CL","CLAT",286168,0,0
2020-03-23,"CL","CLBI",1556805,0,NA
2020-03-23,"CL","CLCO",757586,0,0
2020-03-23,"CL","CLLI",914555,0,0
2020-03-23,"CL","CLLL",828708,0,0
2020-03-23,"CL","CLLR",384837,0,NA
2020-03-23,"CL","CLMA",166533,0,0
2020-03-23,"CL","CLML",1044950,0,0
2020-03-23,"CL","CLNB",480609,0,0
2020-03-23,"CL","CLRM",7112808,0.0071656050955414,NA
2020-03-23,"CL","CLTA",330558,0,0
2020-03-23,"CL","CLVS",1815902,0,0
2020-03-24,"CL","CLAI",103158,0,0
2020-03-24,"CL","CLAN",607534,0,0
2020-03-24,"CL","CLAP",226068,0,0
2020-03-24,"CL","CLAR",957224,0,0
2020-03-24,"CL","CLAT",286168,0,0
2020-03-24,"CL","CLBI",1556805,0,NA
2020-03-24,"CL","CLCO",757586,0,0
2020-03-24,"CL","CLLI",914555,0,0
2020-03-24,"CL","CLLL",828708,0,0
